Sample	Coalescent Time	First Ascertained	First Unascertained
4380	8.363403	12.423140	5.687065
1389	2.831510	10.080570	3.808775
4122	4.168135	9.041780	0.855195
4667	2.925287	9.733820	8.667655
3920	5.844737	3.295950	5.887450
2621	1.904753	2.668150	4.039090
1651	8.921310	13.532010	22.436915
2512	1.809626	24.022840	14.873750
3438	28.056357	21.161240	7.976345
2006	29.032106	31.299845	0.335070
3276	1.820108	6.606135	9.453135
3468	12.726005	18.023700	5.598005
2854	21.653240	11.331790	6.770750
1077	11.040399	23.424240	0.239805
2159	7.346309	19.996890	3.006505
3044	2.986878	5.888180	9.592930
1790	7.287960	2.593325	7.135020
4098	0.000000	15.560315	0.544945
3687	6.500000	9.623225	3.429905
3423	6.743038	6.039290	4.013540
0098	27.762872	16.585965	3.994195
4040	7.654590	13.230155	8.787010
4023	4.000000	13.480910	2.960515
0966	3.836133	22.974195	5.724660
2267	2.865749	12.775365	6.917480
2446	27.655509	13.043640	2.817435
4606	3.912769	10.256500	4.004780
0109	0.000000	2.779840	3.531375
1854	0.815361	2.849190	5.659690
1656	6.329166	1.856755	6.833895
2771	12.302220	12.342475	3.440490
2819	6.770197	11.633280	8.885925
4231	4.776179	18.474475	4.067925
2213	2.500000	8.670210	2.796995
3160	1.308544	2.074295	4.128880
0961	13.980426	27.871035	1.181870
0391	1.940381	3.756945	2.434185
0332	7.381325	19.136950	3.552180
0054	1.145353	2.486380	2.810500
0231	43.500000	19.700875	7.526300
4344	5.278779	4.991740	13.169200
1989	11.545214	22.146010	5.815545
0506	15.005526	26.136190	12.554540
4840	2.500000	1.856390	4.807050
0619	14.117235	19.825340	2.680925
2206	1.500000	10.734650	1.549425
3542	6.488620	11.559185	4.933340
1363	3.665231	16.550925	10.724065
2028	9.271644	11.803735	5.845475
2886	10.940606	9.277570	10.876635
0069	4.848433	11.774170	5.329365
4588	19.621313	10.243360	7.123340
3681	14.567696	22.354060	8.407410
0492	12.500000	19.010295	2.604640
2642	12.957383	27.451285	7.701500
4636	7.286598	15.429645	1.252315
3498	6.828529	13.390390	8.782630
3514	6.000000	22.493855	1.652355
4653	39.654849	30.989230	1.854200
2381	4.000000	3.026945	7.264230
3827	7.225695	5.292500	4.313205
3799	7.742025	4.912535	10.874080
3115	0.000000	10.412355	2.558285
3601	14.404457	24.759410	12.211440
3270	6.000000	1.796895	9.452770
1335	19.079853	4.623090	6.535690
2821	13.793832	20.791495	1.884495
3955	11.500000	17.423275	7.434320
2408	4.327972	15.488775	4.597905
0981	16.226574	26.791730	2.396955
3373	2.765882	12.028940	4.853040
2681	2.330234	12.281885	5.516975
0642	5.392281	19.501220	1.243920
2581	33.719725	24.809050	11.962510
4072	17.943678	27.909725	0.839865
3022	3.638399	9.408240	7.876335
0595	0.000000	8.965130	3.762055
4368	0.000000	2.996650	5.730135
4257	0.654457	4.955240	2.219200
0782	5.154884	17.574750	3.994925
1748	14.486451	14.626280	9.120620
1466	7.791736	7.984740	4.541330
0341	5.515530	1.154860	6.310485
0542	0.000000	13.397690	4.136910
1744	11.606460	16.207460	6.054620
3228	20.943278	38.223530	16.948045
0779	16.076500	13.008600	5.681225
0278	17.500358	26.335115	8.099715
3612	26.690760	34.055595	11.991710
2719	2.263811	4.926040	9.073170
0892	18.533832	21.593035	6.296250
0679	12.000000	23.757485	2.479080
1961	3.895853	7.491260	4.636230
2638	16.119748	12.095005	12.170560
2964	10.500000	6.212665	3.268210
1029	1.135547	0.863225	5.812990
4579	19.119719	4.048580	4.612870
3229	2.254994	6.966025	8.149355
3290	13.003570	25.458750	11.641310
0521	14.874654	16.730140	0.265355
3509	10.271464	14.009795	1.619505
1131	8.785794	8.121615	11.735845
4251	3.048500	10.390820	9.702430
3650	0.335779	3.740520	4.158445
1358	31.031764	42.733835	0.903010
1611	11.847000	15.242035	3.596710
4684	28.800121	35.991190	3.358000
4554	3.020690	15.023765	8.085845
2055	17.260025	26.122685	3.564590
0255	29.492981	15.290580	10.110865
0140	13.362264	18.452210	1.838505
2235	2.625568	9.962310	4.448255
4252	26.628456	30.370920	6.468530
2538	9.900465	11.020810	3.717525
1099	21.703666	29.182115	8.458510
3293	0.000000	2.754655	5.648740
1731	22.487908	13.117735	7.812095
1092	16.452169	6.431300	3.270035
3847	39.064981	7.239045	3.125495
1794	11.507797	33.276685	6.164120
3410	11.930741	4.574910	10.011585
1614	0.000000	7.641275	2.104225
0314	10.809912	14.272960	7.765010
2060	6.711923	11.366465	9.138505
3375	41.500000	0.645685	4.563230
2858	24.097003	6.997780	13.894090
2096	15.345702	2.518500	5.065470
0885	9.387806	8.993235	2.965625
0426	37.900757	29.029545	10.858385
3360	0.000000	12.698350	6.072505
3070	19.675784	19.700145	8.458875
2513	28.266899	21.950735	17.352830
2799	4.597628	5.123870	7.654050
1287	1.921209	7.218240	1.317285
2136	10.033936	18.054725	4.472710
2729	14.000000	15.415775	1.864055
4617	1.733850	10.538645	5.316225
0515	8.347880	14.038265	3.610215
4683	1.292000	5.080800	6.935730
1084	2.037013	10.464185	5.404190
0733	2.353602	4.731860	4.756315
0312	1.835887	20.641115	0.436905
0421	1.985728	2.919635	9.221360
2469	6.627938	4.010620	8.983380
3617	46.875516	16.954615	6.992670
3584	0.000000	18.865390	5.066565
0016	18.000000	6.941570	11.840235
0196	1.799518	7.477390	2.056045
3905	2.997525	41.077830	6.046590
3881	13.989790	19.339890	3.018185
0808	0.000000	1.854930	1.408170
1088	30.270243	2.068455	6.378740
4189	26.557326	37.378920	6.442980
3314	0.000000	8.792120	0.811395
0126	10.914343	11.994995	11.809210
4550	1.684842	6.927335	4.734050
3682	0.898076	10.481705	7.577035
2447	44.087795	50.152095	8.304480
1826	11.203123	15.617985	5.021670
4843	32.790684	11.100380	22.631825
0600	3.302920	12.551620	0.227760
1261	17.341560	17.848135	2.661580
2693	18.000000	17.632420	1.498690
4424	13.727607	17.126530	1.769155
2597	8.771232	13.864160	1.107045
4512	2.846743	23.528630	4.759235
2249	10.713318	20.985675	7.579955
3789	10.914436	20.093980	12.770985
3462	8.934696	21.316365	9.214790
3014	7.500000	21.119630	7.583970
2368	2.838023	4.488770	7.649305
1383	4.527804	10.177660	4.101140
2091	0.000000	2.649900	10.030930
4547	17.621706	17.918215	10.120720
1946	0.000000	3.909515	3.232805
3152	22.120804	29.155470	3.212730
0809	6.040611	20.912310	18.719390
2380	18.326595	18.504405	6.890835
3372	1.628161	11.142355	10.825900
1021	0.000000	14.056880	5.591435
4297	6.523339	14.839075	6.701400
3037	32.139600	35.010070	10.551785
0474	3.500000	4.647180	1.804560
2290	13.499771	27.879430	7.620470
1771	6.258813	7.641275	5.305640
1848	9.461853	14.163460	8.926805
2622	0.000000	12.523150	7.366795
4192	13.339509	18.446370	9.181210
2694	3.698863	1.852375	9.100545
1154	12.300221	19.059205	13.644065
1874	4.259734	11.904475	12.411095
0072	17.033117	22.293835	15.672370
2441	26.732428	39.472925	12.336635
3776	11.391008	2.045095	15.689160
1625	6.670695	10.899995	2.475795
1139	14.402726	17.307570	10.786480
4710	6.182975	16.386310	8.245350
1175	24.720082	42.913415	12.644695
3720	12.810402	5.039190	8.558520
0546	2.759758	4.634040	7.094140
1086	12.762073	16.894025	3.792350
2503	5.297483	14.694900	0.578160
2226	1.178407	7.041215	3.431365
1022	8.000000	15.874945	5.953880
1543	35.410115	40.281400	2.396590
2867	23.161752	32.006120	7.129545
0909	28.341293	18.880355	30.399390
3758	0.000000	0.401135	4.636960
1387	12.106522	9.972165	13.081235
3801	22.956045	16.795110	4.076685
1713	22.558900	36.758055	2.000200
0329	28.207412	3.681755	2.983145
0768	4.278345	6.691180	1.347945
4534	3.559010	9.254575	5.928330
4754	0.000000	3.334640	1.270930
4657	5.331674	6.875140	9.960485
2718	0.000000	6.125065	13.381995
2416	17.117050	27.837090	10.889775
2327	17.284158	0.383615	3.650365
1858	5.050143	9.795140	2.791885
2801	2.012957	13.844815	6.800315
0805	1.844123	5.516610	3.684310
0713	12.086553	15.407015	2.509740
2690	9.535796	11.635105	9.571395
4071	2.979720	7.618645	3.554005
4082	15.341786	9.858650	1.335535
2210	0.000000	18.420820	8.823875
0309	45.351088	37.982630	4.538775
3532	4.024025	2.216645	5.881245
4017	17.046550	7.727050	8.431865
